video_stem,video_path,exercise_class,quality,split,action_name_raw,comment,action_guidance,judgement_key,frame_root,frame_start,frame_end,annotator
RHNgmh_action_3__ann0,,side knee raise and abdominal muscles contract,3.000000,train,Side Knee Raise And Abdominal Muscles Contract,"Part of the movement was not following the instructional text, the speed of the movement was normal, but the left arm did not extend over the head, and the left elbow did not touch the left knee.","keep your weight on your right foot and put your right hand on your hip; put your left tiptoes on the ground, lift your left shoulder and stretch your left arm above your head, feeling the stretch in your left abdominal muscle. lift the left knee while pressing the left shoulder down and touching the left knee with the left elbow; then restore to the initial state after a pause.",RHNgmh_action_3,frames_open/RHNgmh,1966,2386,m6KopZ9jZI
RHNgmh_action_3__ann1,,side knee raise and abdominal muscles contract,3.000000,train,Side Knee Raise And Abdominal Muscles Contract,Lift your hands overhead.,"keep your weight on your right foot and put your right hand on your hip; put your left tiptoes on the ground, lift your left shoulder and stretch your left arm above your head, feeling the stretch in your left abdominal muscle. lift the left knee while pressing the left shoulder down and touching the left knee with the left elbow; then restore to the initial state after a pause.",RHNgmh_action_3,frames_open/RHNgmh,1966,2386,Ue52RvEJgw
q6ITZM_action_9__ann0,,side knee raise and abdominal muscles contract,3.000000,train,Side Knee Raise And Abdominal Muscles Contract,"The completion of the movement did not follow the instructional text, the speed of the movement was normal, but the left elbow did not touch the left knee.","keep your weight on your right foot and put your right hand on your hip; put your left tiptoes on the ground, lift your left shoulder and stretch your left arm above your head, feeling the stretch in your left abdominal muscle. lift the left knee while pressing the left shoulder down and touching the left knee with the left elbow; then restore to the initial state after a pause.",q6ITZM_action_9,frames_open/q6ITZM,6841,7141,m6KopZ9jZI
q6ITZM_action_9__ann1,,side knee raise and abdominal muscles contract,3.000000,train,Side Knee Raise And Abdominal Muscles Contract,"The movement is fine, just increase the speed.","keep your weight on your right foot and put your right hand on your hip; put your left tiptoes on the ground, lift your left shoulder and stretch your left arm above your head, feeling the stretch in your left abdominal muscle. lift the left knee while pressing the left shoulder down and touching the left knee with the left elbow; then restore to the initial state after a pause.",q6ITZM_action_9,frames_open/q6ITZM,6841,7141,Ue52RvEJgw
q6ITZM_action_11__ann0,,leg lunge with knee lift,3.000000,train,Leg Lunge With Knee Lift,"Some parts of the movements were not performed according to the instructional text, but the speed of the movements was normal.","in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",q6ITZM_action_11,frames_open/q6ITZM,8836,9316,m6KopZ9jZI
q6ITZM_action_11__ann1,,leg lunge with knee lift,2.000000,train,Leg Lunge With Knee Lift,You should do lunge.,"in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",q6ITZM_action_11,frames_open/q6ITZM,8836,9316,Ue52RvEJgw
IlnyLs_action_5__ann0,,kneeling side torso twist,2.000000,train,Kneeling Side Torso Twist,"The execution of the movements did not follow the instructional text, and the speed of the movements was relatively fast.",lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,IlnyLs_action_5,frames_open/IlnyLs,4276,4741,m6KopZ9jZI
IlnyLs_action_5__ann1,,kneeling side torso twist,4.000000,train,Kneeling Side Torso Twist,Not lifting the right hand high enough.,lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,IlnyLs_action_5,frames_open/IlnyLs,4276,4741,FQPS6YwfuN
IlnyLs_action_8__ann0,,side knee raise and abdominal muscles contract,4.000000,train,Side Knee Raise And Abdominal Muscles Contract,"The execution of the movements basically follows the instructional text, and the movement speed is normal.","keep your weight on your right foot and put your right hand on your hip; put your left tiptoes on the ground, lift your left shoulder and stretch your left arm above your head, feeling the stretch in your left abdominal muscle. lift the left knee while pressing the left shoulder down and touching the left knee with the left elbow; then restore to the initial state after a pause.",IlnyLs_action_8,frames_open/IlnyLs,5251,5596,m6KopZ9jZI
IlnyLs_action_8__ann1,,side knee raise and abdominal muscles contract,5.000000,train,Side Knee Raise And Abdominal Muscles Contract,"The overall movements are smooth, the speed is appropriate, and all the key points of the movements are achieved.","keep your weight on your right foot and put your right hand on your hip; put your left tiptoes on the ground, lift your left shoulder and stretch your left arm above your head, feeling the stretch in your left abdominal muscle. lift the left knee while pressing the left shoulder down and touching the left knee with the left elbow; then restore to the initial state after a pause.",IlnyLs_action_8,frames_open/IlnyLs,5251,5596,Cffu4G7Fgt
gtJsTh_action_11__ann0,,sit-ups,1.000000,train,Sit-ups,"The execution of the movements did not follow the instructional text, the speed of the movements was slow, and the legs were not fully extended.","lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",gtJsTh_action_11,frames_open/gtJsTh,7681,8581,m6KopZ9jZI
gtJsTh_action_11__ann1,,sit-ups,3.000000,train,Sit-ups,"The hands did not reach above the head, the movements were slow. They should extend their hands above the head and increase the movement speed a little bit.","lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",gtJsTh_action_11,frames_open/gtJsTh,7681,8581,FQPS6YwfuN
vHqhM6_action_0__ann0,,kneeling pushing-ups,5.000000,train,Kneeling pushing-ups,"The execution of the movements follows the instructional text, and the speed of the movements is normal.","cross your feet, kneel on the mat, keep your back straight, keep your body in a straight line from the side, and put your hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down until your elbows are slightly above your torso, then stretch your arms and get up to restore.",vHqhM6_action_0,frames_open/vHqhM6,136,796,m6KopZ9jZI
vHqhM6_action_0__ann1,,kneeling pushing-ups,4.000000,train,Kneeling pushing-ups,"The wrists should be extended, with the palms facing downwards and placed on the ground.","cross your feet, kneel on the mat, keep your back straight, keep your body in a straight line from the side, and put your hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down until your elbows are slightly above your torso, then stretch your arms and get up to restore.",vHqhM6_action_0,frames_open/vHqhM6,136,796,FQPS6YwfuN
